param_type,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,OUTPUTS,OUTCOME,FAIRNESS
366,A14,1,A34,A41,<= 6000,A61,A74,3,A93,A101,1,A123,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
367,A11,1,A32,A42,<= 6000,A61,A72,1,A92,A101,4,A123,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
368,A11,3,A32,A42,<= 6000,A61,A75,4,A93,A101,2,A123,<= 60,A143,A152,1,A173,2,A191,A201,2,FAIL,UNFAIR
369,A12,1,A32,A42,<= 6000,A61,A74,2,A92,A101,4,A121,<= 60,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
370,A14,3,A32,A40,<= 6000,A65,A73,4,A93,A101,4,A121,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
371,A14,1,A34,A43,<= 9000,A61,A75,3,A93,A101,4,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
372,A14,0,A34,A42,<= 3000,A61,A72,1,A92,A101,3,A121,<= 30,A143,A151,2,A173,1,A191,A201,1,PASS,UNFAIR
373,A14,5,A34,A40,<= 15000,A65,A75,2,A93,A101,4,A124,> 60,A141,A153,1,A174,1,A192,A201,1,PASS,FAIR
374,A12,5,A31,A410,<= 15000,A62,A75,3,A92,A101,4,A124,> 60,A141,A153,2,A174,1,A192,A201,2,FAIL,UNFAIR
375,A11,4,A31,A49,<= 9000,A61,A74,2,A92,A103,4,A123,<= 60,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
376,A14,1,A33,A43,<= 3000,A61,A71,2,A94,A101,3,A121,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
377,A14,0,A33,A43,<= 3000,A65,A75,3,A93,A101,4,A124,<= 60,A143,A153,1,A173,1,A191,A201,1,PASS,FAIR
378,A12,3,A32,A40,<= 15000,A61,A75,4,A93,A101,2,A124,<= 60,A143,A153,1,A174,1,A192,A201,2,FAIL,UNFAIR
379,A14,0,A34,A40,<= 3000,A62,A73,4,A92,A101,4,A123,<= 60,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
380,A11,1,A32,A42,<= 3000,A65,A74,4,A93,A101,4,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
381,A12,1,A32,A41,<= 15000,A61,A71,3,A92,A101,4,A124,<= 60,A143,A153,1,A174,1,A192,A201,2,FAIL,UNFAIR
382,A14,1,A32,A40,<= 3000,A65,A74,4,A92,A101,4,A122,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,FAIR
383,A13,1,A32,A40,<= 3000,A61,A72,4,A93,A101,1,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
384,A14,2,A33,A49,<= 6000,A62,A73,2,A93,A101,2,A122,<= 30,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
385,A14,1,A34,A43,<= 3000,A61,A73,2,A92,A101,1,A123,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
386,A14,1,A32,A43,<= 3000,A65,A72,4,A92,A101,2,A121,<= 30,A143,A151,1,A173,1,A192,A201,1,PASS,FAIR
387,A12,1,A34,A42,<= 9000,A61,A71,4,A93,A101,4,A122,<= 60,A142,A152,2,A174,1,A192,A201,1,PASS,UNFAIR
388,A12,1,A34,A49,<= 3000,A63,A73,2,A93,A101,4,A123,<= 30,A141,A152,1,A173,1,A191,A201,1,PASS,FAIR
389,A14,0,A32,A49,<= 3000,A61,A74,3,A92,A101,2,A123,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
390,A14,1,A32,A40,<= 3000,A61,A73,2,A94,A101,2,A122,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
391,A12,1,A32,A42,<= 3000,A64,A72,1,A92,A101,4,A121,<= 30,A143,A151,1,A172,1,A191,A201,1,PASS,FAIR
392,A11,3,A32,A40,<= 6000,A61,A74,2,A93,A101,4,A124,<= 60,A141,A153,1,A174,2,A192,A201,1,PASS,UNFAIR
393,A11,0,A34,A43,<= 3000,A61,A74,1,A92,A101,4,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
394,A14,0,A34,A42,<= 3000,A61,A71,2,A93,A101,3,A123,<= 60,A143,A152,1,A174,1,A191,A201,1,PASS,UNFAIR
395,A12,3,A33,A46,<= 12000,A62,A74,2,A93,A101,3,A124,<= 60,A143,A151,1,A173,1,A192,A201,1,PASS,UNFAIR
396,A11,1,A32,A42,<= 3000,A61,A71,3,A92,A101,4,A124,<= 60,A143,A153,1,A174,1,A191,A201,1,PASS,UNFAIR
397,A11,3,A34,A42,<= 3000,A61,A73,3,A94,A101,2,A122,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
398,A12,1,A32,A40,<= 3000,A61,A75,1,A91,A101,1,A121,<= 60,A143,A151,2,A173,1,A191,A201,2,FAIL,UNFAIR
399,A14,2,A34,A43,<= 3000,A64,A73,4,A92,A101,1,A121,<= 60,A143,A152,2,A172,1,A191,A201,1,PASS,FAIR
400,A14,1,A32,A43,<= 3000,A61,A72,3,A94,A101,4,A121,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
401,A12,1,A34,A49,<= 3000,A65,A73,4,A94,A101,4,A121,<= 30,A141,A152,2,A173,1,A191,A201,1,PASS,FAIR
402,A14,2,A33,A49,<= 9000,A61,A72,2,A93,A101,2,A123,<= 30,A141,A152,2,A173,1,A192,A201,2,FAIL,UNFAIR
403,A14,1,A33,A40,<= 3000,A61,A73,4,A93,A101,2,A123,<= 30,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
404,A12,1,A33,A40,<= 3000,A65,A75,4,A93,A101,4,A123,<= 60,A143,A152,1,A173,2,A191,A201,1,PASS,FAIR
405,A12,2,A32,A43,<= 3000,A61,A72,1,A94,A101,1,A122,<= 30,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
406,A14,2,A34,A41,<= 3000,A65,A74,4,A93,A101,4,A123,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,FAIR
407,A11,1,A32,A43,<= 3000,A61,A72,4,A94,A101,2,A121,<= 30,A143,A152,1,A173,1,A191,A202,1,PASS,FAIR
408,A14,2,A32,A43,<= 6000,A63,A75,3,A91,A101,2,A123,<= 30,A143,A152,1,A174,1,A192,A201,1,PASS,FAIR
409,A13,1,A34,A40,<= 3000,A63,A74,4,A94,A101,2,A121,<= 30,A143,A152,3,A173,1,A192,A201,2,FAIL,FAIR
410,A12,2,A32,A43,<= 3000,A61,A75,4,A92,A101,4,A123,<= 30,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
411,A14,2,A34,A41,<= 9000,A61,A74,3,A93,A101,2,A123,<= 60,A143,A152,2,A174,1,A192,A201,1,PASS,UNFAIR
412,A14,1,A34,A49,<= 3000,A61,A71,4,A93,A101,2,A123,<= 60,A142,A152,2,A174,1,A192,A201,2,FAIL,UNFAIR
413,A14,0,A32,A40,<= 3000,A63,A73,3,A93,A101,2,A124,<= 60,A143,A151,1,A172,2,A191,A202,1,PASS,FAIR
414,A11,2,A32,A40,<= 3000,A65,A73,4,A92,A101,2,A122,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,FAIR
415,A14,3,A34,A41,<= 6000,A61,A75,2,A93,A101,2,A122,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,UNFAIR
416,A11,1,A32,A40,<= 3000,A61,A72,4,A93,A101,1,A121,<= 60,A143,A152,1,A172,2,A191,A201,2,FAIL,UNFAIR
417,A11,1,A33,A46,<= 9000,A65,A73,1,A92,A101,2,A123,<= 30,A143,A151,2,A173,1,A192,A201,1,PASS,FAIR
418,A14,1,A32,A40,<= 3000,A63,A74,1,A92,A101,2,A123,<= 60,A141,A152,1,A174,1,A191,A201,1,PASS,FAIR
419,A12,1,A32,A40,<= 3000,A65,A73,4,A92,A101,2,A122,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,FAIR
420,A14,1,A32,A40,<= 6000,A64,A74,2,A92,A101,3,A123,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,FAIR
421,A12,1,A32,A41,<= 3000,A65,A73,4,A93,A101,2,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
422,A12,1,A34,A40,<= 3000,A61,A74,2,A93,A101,3,A121,<= 60,A143,A152,2,A172,2,A191,A201,1,PASS,UNFAIR
423,A14,1,A33,A42,<= 3000,A62,A74,4,A93,A101,3,A121,<= 60,A143,A152,2,A174,1,A191,A201,1,PASS,UNFAIR
424,A12,1,A32,A42,<= 3000,A65,A75,1,A92,A101,2,A122,<= 30,A141,A152,1,A173,1,A192,A201,2,FAIL,FAIR
425,A12,1,A32,A41,<= 3000,A61,A73,1,A94,A101,3,A123,<= 30,A143,A151,1,A173,1,A192,A201,1,PASS,UNFAIR
426,A14,2,A34,A43,<= 3000,A61,A75,4,A93,A101,2,A123,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
427,A14,1,A34,A43,<= 3000,A64,A73,4,A93,A101,3,A121,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
428,A14,0,A32,A42,<= 3000,A61,A75,1,A93,A101,4,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
429,A11,1,A34,A45,<= 3000,A61,A71,2,A92,A101,4,A124,<= 60,A143,A153,3,A171,2,A191,A201,2,FAIL,UNFAIR
430,A14,0,A32,A49,<= 6000,A61,A74,1,A93,A101,4,A121,> 60,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
431,A12,2,A32,A410,<= 12000,A61,A73,2,A93,A102,3,A123,<= 30,A141,A152,2,A174,1,A192,A201,2,FAIL,UNFAIR
432,A11,0,A34,A42,<= 3000,A61,A71,4,A93,A101,4,A124,<= 60,A143,A153,3,A174,1,A192,A201,1,PASS,UNFAIR
433,A14,2,A34,A45,<= 3000,A61,A73,4,A91,A101,2,A121,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
434,A11,0,A32,A42,<= 3000,A61,A73,3,A93,A101,2,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
435,A12,1,A32,A43,<= 3000,A65,A73,2,A94,A101,1,A121,<= 30,A143,A152,1,A173,1,A192,A201,2,FAIL,FAIR
436,A14,0,A32,A45,<= 3000,A63,A74,2,A94,A101,4,A121,<= 30,A143,A151,1,A172,1,A191,A201,1,PASS,FAIR
437,A14,2,A34,A40,<= 3000,A64,A75,4,A92,A101,4,A121,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
438,A11,3,A34,A45,<= 6000,A61,A71,4,A93,A102,4,A123,> 60,A143,A152,2,A171,1,A191,A201,1,PASS,UNFAIR
439,A13,1,A31,A49,<= 3000,A61,A72,4,A92,A101,1,A121,<= 30,A143,A152,1,A171,1,A191,A201,2,FAIL,UNFAIR
440,A14,1,A32,A40,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
441,A11,1,A32,A42,<= 3000,A61,A73,2,A92,A102,3,A122,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
442,A12,1,A33,A410,<= 3000,A61,A73,2,A93,A101,3,A123,<= 30,A141,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
443,A14,1,A32,A46,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A141,A152,1,A172,2,A191,A201,2,FAIL,UNFAIR
444,A12,4,A34,A42,<= 6000,A61,A73,2,A92,A101,3,A123,<= 60,A143,A152,1,A174,1,A192,A201,2,FAIL,UNFAIR
445,A14,0,A34,A46,<= 3000,A65,A75,4,A92,A101,4,A122,<= 60,A143,A151,2,A172,1,A191,A201,1,PASS,FAIR
446,A11,3,A32,A40,<= 3000,A61,A72,4,A92,A101,4,A123,<= 60,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
447,A12,0,A32,A43,<= 3000,A61,A73,2,A93,A103,2,A121,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
448,A13,1,A32,A42,<= 3000,A65,A75,3,A92,A101,4,A121,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,FAIR
449,A12,1,A33,A45,<= 3000,A64,A73,3,A94,A101,3,A122,> 60,A142,A152,2,A173,1,A191,A201,2,FAIL,FAIR
450,A14,3,A34,A41,<= 12000,A65,A73,4,A93,A101,2,A123,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,FAIR
451,A14,0,A32,A43,<= 3000,A61,A73,3,A92,A101,1,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
452,A14,1,A30,A42,<= 3000,A61,A75,2,A93,A101,4,A122,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
453,A14,2,A32,A41,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
454,A11,2,A32,A40,<= 6000,A61,A74,2,A93,A102,3,A122,<= 60,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
455,A14,2,A32,A41,<= 3000,A61,A72,4,A92,A101,1,A124,<= 30,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
456,A11,0,A34,A40,<= 6000,A61,A73,2,A93,A101,2,A121,<= 60,A143,A151,2,A173,2,A191,A201,1,PASS,UNFAIR
457,A11,1,A32,A41,<= 6000,A61,A75,3,A93,A101,4,A124,<= 60,A143,A153,1,A173,1,A192,A201,2,FAIL,UNFAIR
458,A11,0,A32,A44,<= 3000,A61,A72,4,A92,A101,1,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
459,A14,1,A32,A43,<= 6000,A61,A72,3,A93,A101,2,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
460,A11,3,A32,A42,<= 6000,A61,A73,1,A93,A103,2,A122,<= 60,A143,A152,1,A173,2,A191,A201,1,PASS,UNFAIR
461,A11,1,A32,A40,<= 3000,A61,A72,2,A93,A101,3,A121,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
462,A12,1,A32,A42,<= 6000,A61,A72,3,A92,A101,1,A121,<= 60,A143,A151,1,A174,1,A191,A201,1,PASS,UNFAIR
463,A12,1,A32,A48,<= 3000,A65,A75,4,A93,A101,4,A122,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
464,A14,1,A32,A49,<= 3000,A61,A74,4,A93,A101,1,A123,<= 60,A142,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
465,A11,2,A32,A41,<= 3000,A61,A73,3,A93,A103,4,A124,> 60,A141,A152,1,A173,2,A192,A201,1,PASS,UNFAIR
466,A11,2,A33,A43,<= 3000,A61,A72,4,A92,A101,2,A123,<= 30,A143,A151,1,A172,1,A192,A201,2,FAIL,UNFAIR
467,A14,4,A33,A43,<= 9000,A65,A75,3,A93,A101,3,A123,<= 60,A141,A152,2,A173,2,A191,A201,1,PASS,FAIR
468,A14,2,A33,A49,<= 3000,A61,A73,2,A92,A101,2,A123,<= 30,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
469,A14,2,A33,A41,<= 6000,A61,A74,3,A93,A101,3,A123,<= 60,A143,A152,2,A172,1,A192,A201,1,PASS,UNFAIR
470,A12,2,A32,A43,<= 6000,A62,A72,3,A94,A101,2,A123,<= 30,A143,A151,1,A173,1,A192,A201,2,FAIL,UNFAIR
471,A11,0,A32,A46,<= 3000,A61,A72,4,A92,A101,4,A122,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
472,A11,0,A32,A40,<= 3000,A61,A73,4,A93,A101,3,A123,<= 30,A143,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
473,A14,0,A32,A48,<= 3000,A65,A71,4,A93,A101,4,A122,<= 60,A143,A152,1,A174,2,A192,A201,1,PASS,FAIR
474,A12,1,A34,A43,<= 3000,A61,A73,4,A94,A101,2,A123,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
475,A11,1,A30,A42,<= 6000,A61,A72,1,A92,A101,4,A122,<= 30,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
476,A14,3,A32,A41,<= 3000,A63,A73,4,A93,A101,4,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
477,A13,2,A32,A43,<= 6000,A61,A74,4,A93,A101,2,A123,<= 30,A141,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
478,A12,1,A32,A49,<= 3000,A62,A74,3,A93,A101,4,A121,<= 60,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
479,A11,1,A34,A42,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,UNFAIR
480,A12,1,A34,A43,<= 6000,A61,A73,1,A92,A101,1,A121,<= 30,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
481,A12,2,A32,A40,<= 3000,A61,A72,4,A93,A101,1,A122,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
482,A11,2,A32,A42,<= 6000,A64,A75,4,A92,A101,4,A122,<= 60,A143,A151,2,A173,1,A192,A201,1,PASS,FAIR
483,A14,1,A33,A42,<= 3000,A64,A74,3,A92,A101,2,A122,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
484,A14,1,A34,A40,<= 3000,A63,A73,4,A93,A101,4,A121,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
485,A12,0,A33,A40,<= 3000,A61,A71,4,A93,A101,4,A122,<= 60,A143,A152,1,A174,1,A192,A201,2,FAIL,UNFAIR
486,A14,1,A32,A43,<= 6000,A61,A73,2,A93,A101,4,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
487,A14,2,A32,A40,<= 6000,A61,A75,4,A92,A102,4,A124,> 60,A143,A153,1,A173,1,A192,A201,1,PASS,UNFAIR
488,A14,0,A32,A40,<= 3000,A62,A73,3,A93,A101,2,A121,<= 60,A143,A151,1,A172,1,A191,A202,1,PASS,FAIR
489,A14,0,A32,A40,<= 6000,A61,A73,2,A93,A103,3,A122,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
490,A14,1,A34,A43,<= 3000,A61,A75,2,A93,A101,2,A124,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
491,A12,2,A30,A49,<= 9000,A61,A75,2,A92,A101,4,A124,<= 60,A143,A153,2,A174,1,A192,A201,2,FAIL,UNFAIR
492,A14,0,A34,A43,<= 3000,A62,A73,1,A92,A101,1,A122,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
493,A12,0,A32,A43,<= 3000,A65,A75,4,A93,A101,4,A122,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
494,A11,1,A34,A40,<= 3000,A61,A73,3,A93,A101,2,A121,<= 60,A143,A151,2,A172,2,A191,A202,1,PASS,FAIR
495,A11,2,A32,A42,<= 3000,A65,A73,2,A94,A101,4,A123,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,FAIR
496,A12,3,A32,A42,<= 12000,A62,A72,4,A93,A102,1,A124,<= 30,A143,A151,1,A174,1,A192,A201,2,FAIL,UNFAIR
497,A14,2,A34,A42,<= 3000,A61,A74,4,A93,A101,3,A122,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
498,A12,1,A32,A43,<= 3000,A61,A75,4,A94,A103,2,A121,<= 60,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
499,A13,0,A34,A40,<= 3000,A62,A75,2,A91,A101,4,A123,<= 30,A143,A152,2,A173,2,A192,A201,1,PASS,UNFAIR
500,A11,2,A32,A40,<= 6000,A61,A72,4,A92,A101,1,A122,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
501,A11,3,A32,A41,<= 6000,A61,A75,2,A93,A101,4,A124,<= 60,A143,A153,1,A173,2,A191,A201,1,PASS,UNFAIR
502,A13,0,A32,A43,<= 3000,A62,A75,2,A91,A101,4,A121,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
503,A12,2,A34,A43,<= 3000,A62,A72,4,A93,A101,4,A124,<= 60,A141,A152,2,A173,2,A191,A201,2,FAIL,UNFAIR
504,A11,2,A32,A40,<= 3000,A61,A72,4,A92,A101,4,A122,<= 30,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
505,A14,0,A32,A40,<= 3000,A65,A73,4,A93,A103,4,A122,<= 30,A143,A152,1,A172,1,A191,A201,2,FAIL,FAIR
506,A13,1,A34,A41,<= 3000,A63,A73,2,A93,A101,2,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
507,A12,1,A31,A40,<= 9000,A62,A71,1,A93,A101,2,A122,<= 60,A143,A152,1,A174,2,A192,A201,2,FAIL,UNFAIR
508,A14,2,A32,A43,<= 3000,A61,A73,4,A94,A101,2,A122,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
509,A14,3,A32,A41,<= 9000,A62,A75,4,A93,A101,2,A123,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
510,A11,1,A32,A40,<= 3000,A61,A74,4,A93,A101,2,A121,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
511,A14,3,A32,A41,<= 6000,A61,A73,2,A93,A101,2,A124,<= 60,A143,A153,1,A174,1,A192,A201,1,PASS,UNFAIR
512,A13,1,A32,A49,<= 3000,A61,A74,2,A93,A101,4,A122,<= 30,A143,A151,1,A173,1,A192,A201,1,PASS,UNFAIR
513,A12,1,A33,A43,<= 3000,A61,A73,4,A94,A102,4,A121,<= 30,A143,A151,2,A173,1,A191,A201,1,PASS,UNFAIR
514,A14,2,A32,A40,<= 3000,A65,A72,4,A93,A101,1,A122,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
515,A11,0,A34,A40,<= 3000,A61,A74,4,A92,A101,3,A122,<= 60,A143,A152,2,A173,1,A191,A202,1,PASS,FAIR
516,A11,0,A34,A40,<= 3000,A61,A72,2,A93,A101,4,A121,<= 60,A143,A152,1,A172,2,A191,A202,1,PASS,FAIR
517,A14,3,A34,A42,<= 9000,A61,A72,2,A92,A101,4,A122,<= 30,A143,A151,2,A173,1,A192,A201,2,FAIL,UNFAIR
518,A11,0,A32,A40,<= 3000,A62,A75,3,A93,A101,2,A122,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
519,A14,0,A34,A43,<= 3000,A65,A75,4,A93,A101,4,A124,<= 60,A143,A153,2,A173,1,A191,A201,1,PASS,FAIR
520,A14,2,A34,A45,<= 6000,A61,A75,3,A93,A101,4,A124,<= 60,A143,A153,2,A173,1,A191,A201,1,PASS,UNFAIR
521,A11,1,A32,A43,<= 6000,A61,A73,2,A92,A101,2,A121,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
522,A11,4,A30,A42,<= 9000,A61,A73,3,A93,A101,4,A124,<= 60,A143,A153,2,A173,2,A191,A201,2,FAIL,UNFAIR
523,A14,2,A32,A41,<= 6000,A62,A74,3,A92,A101,4,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
524,A12,1,A32,A43,<= 3000,A61,A73,4,A92,A103,4,A121,<= 30,A143,A152,1,A172,2,A191,A201,1,PASS,UNFAIR
525,A12,2,A32,A41,<= 9000,A61,A72,2,A93,A101,3,A123,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
526,A14,1,A34,A46,<= 3000,A62,A73,4,A92,A101,3,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
527,A14,0,A34,A43,<= 3000,A61,A74,2,A93,A101,1,A121,<= 60,A143,A152,2,A172,2,A191,A201,1,PASS,UNFAIR
528,A11,3,A32,A43,<= 3000,A61,A73,4,A91,A101,4,A123,<= 60,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
529,A11,0,A32,A40,<= 3000,A61,A72,3,A93,A101,4,A121,<= 60,A143,A152,1,A172,2,A192,A201,1,PASS,UNFAIR
530,A12,3,A32,A46,<= 3000,A61,A74,3,A93,A101,1,A123,<= 60,A143,A152,2,A173,2,A191,A201,1,PASS,UNFAIR
531,A12,1,A32,A40,<= 3000,A62,A73,2,A92,A101,4,A123,<= 30,A143,A151,2,A173,1,A192,A201,2,FAIL,UNFAIR
532,A14,1,A33,A41,<= 3000,A61,A73,4,A94,A101,4,A121,<= 60,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
533,A14,2,A32,A43,<= 3000,A62,A74,4,A94,A101,3,A122,<= 30,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
534,A14,2,A32,A43,<= 6000,A65,A72,4,A93,A101,2,A123,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
535,A13,1,A34,A46,<= 3000,A61,A72,2,A91,A101,1,A123,<= 60,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
536,A11,0,A32,A40,<= 3000,A65,A71,4,A92,A101,3,A122,> 60,A143,A152,1,A174,1,A192,A201,1,PASS,FAIR
537,A12,1,A34,A42,<= 6000,A61,A75,3,A92,A101,4,A122,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
538,A11,4,A32,A40,<= 9000,A61,A75,4,A93,A101,4,A124,<= 60,A141,A153,1,A174,1,A191,A201,2,FAIL,UNFAIR
539,A13,1,A32,A42,<= 6000,A61,A72,1,A92,A101,1,A122,<= 60,A142,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
540,A12,1,A32,A43,<= 3000,A61,A72,1,A94,A101,1,A121,<= 30,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
541,A14,2,A33,A40,<= 3000,A61,A75,4,A93,A101,4,A124,> 60,A143,A153,2,A173,1,A192,A201,1,PASS,UNFAIR
542,A11,2,A32,A42,<= 9000,A65,A75,4,A93,A101,4,A122,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,FAIR
543,A13,1,A32,A42,<= 3000,A61,A73,2,A93,A101,1,A121,<= 60,A143,A152,1,A172,2,A191,A201,2,FAIL,UNFAIR
544,A14,1,A34,A40,<= 3000,A61,A75,4,A93,A101,4,A121,> 60,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
545,A11,2,A33,A40,<= 3000,A61,A71,4,A93,A101,2,A121,<= 60,A143,A153,2,A173,2,A191,A201,2,FAIL,UNFAIR
546,A14,2,A34,A40,<= 3000,A61,A73,4,A92,A101,4,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
547,A14,2,A32,A43,<= 3000,A61,A74,3,A93,A101,1,A123,<= 60,A141,A152,1,A173,2,A191,A201,1,PASS,UNFAIR
548,A11,1,A31,A43,<= 3000,A61,A73,4,A92,A101,4,A121,<= 30,A141,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
549,A14,4,A34,A41,<= 9000,A65,A74,2,A93,A101,1,A124,<= 60,A143,A153,2,A173,1,A192,A201,1,PASS,FAIR
550,A14,1,A34,A45,<= 3000,A65,A74,4,A92,A101,4,A121,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
